gene_name,tumor_samples_count,normal_samples_count,avg(tumor),avg(normal),avg(tumor)/avg(normal),avg(tumor)=0_count,avg(normal)=0_count
NAGK,497,52,9.92864909457,9.93221730769,0.9996407435505726,0,0
C20orf85,497,52,1.54643521127,1.40983653846,1.0968897237938864,173,12
C1QTNF8,497,52,0.295988531187,0.266975,1.1086750863830797,352,31
C1QTNF9,497,52,3.49681428571,3.37444423077,1.0362637656978437,1,0
CYP4A11,497,52,0.477570221328,0.6356,0.7513691336185775,252,14
OR2M1P,497,52,0.00689577464789,0.0,n/a,493,52
SNORD49A,497,52,0.0,0.0,n/a,497,52
GPR148,497,52,0.150859758551,0.0810096153846,1.8622450907223758,389,46
C1QTNF2,497,52,4.99577585513,5.60132692308,0.8918914970930677,0,0
C1QTNF3,497,52,7.19615050302,6.87145769231,1.04725239174126,0,0
FOLH1B,497,52,6.71381750503,3.92512115385,1.710473955294714,13,10
C1QTNF1,497,52,8.95738531187,10.3491711538,0.8655171683523964,0,0
C1QTNF6,497,52,7.25030462777,6.90140576923,1.0505547522059,0,0
C1QTNF7,497,52,6.51192957746,7.37859423077,0.8825433915731004,1,0
C1QTNF4,497,52,3.1645917505,3.31291730769,0.9552281136492932,1,0
OR56B1,497,52,0.198328169014,0.188184615385,1.0539021407713778,355,33
CREB3L2,497,52,11.2815567404,11.3460557692,0.9943152906966112,0,0
CREB3L3,497,52,0.411030181087,0.292325,1.4060726283640437,284,33
CYP3A5,497,52,5.28034567404,8.07852884615,0.6536271361534117,0,0
CREB3L1,497,52,12.5608350101,11.7182903846,1.0718999613246596,0,0
CREB3L4,497,52,12.5592686117,11.4792480769,1.0940846061963003,0,0
FAM175A,497,52,7.26205855131,7.65307884615,0.9489067991188264,0,0
CARTPT,497,52,3.12457947686,4.87520576923,0.6409123275537509,27,3
MMP1,497,52,2.90559416499,3.37946730769,0.8597787463060393,21,2
THBS4,497,52,9.86855392354,7.82164807692,1.2616975126581498,0,0
VDAC3,497,52,10.3786841046,10.5708076923,0.9818250796654137,0,0
C17orf73,497,52,0.190124949698,0.0587442307692,3.2364871785464477,369,46
C17orf72,497,52,4.21041267606,4.21338076923,0.9992955554370718,0,0
C17orf71,497,52,8.56733259557,8.57743846154,0.9988218083976543,0,0
C17orf70,497,52,10.0232788732,9.35546923077,1.0713817368212646,0,0
C17orf77,497,52,0.753514688129,0.653946153846,1.1522580012085264,275,24
C17orf76,497,52,5.49702535211,5.44236153846,1.010044134933856,0,0
C17orf75,497,52,8.09048430584,7.94007115385,1.018943552151418,0,0
C17orf74,497,52,0.121778470825,0.0551596153846,2.2077469173020203,409,47
PPAPDC3,497,52,5.33173158954,6.54194807692,0.8150067115856622,0,0
OTX1,497,52,5.73339295775,3.46298076923,1.6556236779276243,1,8
C17orf79,497,52,10.2050702213,10.0521076923,1.015216960830745,0,0
C17orf78,497,52,0.319404627767,0.129875,2.459323409174973,286,38
SLC6A1,497,52,3.65160120724,4.13773461538,0.8825121827935389,1,0
PRB4,497,52,0.047338028169,0.0453,1.0449895843049466,474,48
THBS3,497,52,8.8417472837,8.31998076923,1.0627124664038958,0,0
MFAP5,497,52,4.78058853119,5.99973846154,0.7967994874832056,5,0
MFAP4,497,52,10.7991396378,11.2305211538,0.9615884685928884,0,0
MFAP3,497,52,9.36644668008,9.51931346154,0.9839414069012837,0,0
IGSF10,497,52,2.00919295775,2.91739230769,0.6886948157259571,27,0
MFAP1,497,52,9.75122092555,9.85488461538,0.9894809839103071,0,0
TMEM90B,497,52,4.93981710262,5.90239423077,0.8369175133820078,1,0
OTX2,497,52,0.0688684104628,0.0321192307692,2.144148810959398,464,50
VDAC2,497,52,10.4369527163,10.3640807692,1.007031202157683,0,0
KIAA0090,497,52,10.2592004024,10.1397865385,1.0117767631004853,0,0
OR2L8,497,52,0.0716283702213,0.0905480769231,0.7910534674544025,436,44
C6orf125,497,52,10.0828629779,9.67895961538,1.0417300390261561,0,0
C6orf124,497,52,6.33648028169,5.42541346154,1.1679257860456835,1,0
C6orf127,497,52,0.131664185111,0.713117307692,0.18463187429391886,427,40
C6orf126,497,52,0.301808651911,0.727409615385,0.4149088017648605,341,36
C6orf120,497,52,9.67692635815,9.61542307692,1.0063963156622222,1,0
C6orf123,497,52,1.85431227364,3.09570961538,0.5989942546376297,47,2
C6orf122,497,52,3.82907625755,3.833825,0.9987613564899994,1,0
C3orf1,497,52,10.5184573441,10.46095,1.0054973347606468,0,0
ZPBP,497,52,0.280966599598,0.337859615385,0.831607528108195,312,29
PLEKHM3,497,52,8.65060865191,9.02209615385,0.9588247015327677,0,0
NDUFB8,497,52,10.7395581489,10.8153403846,0.9929930789945526,0,0
CDC42SE2,497,52,10.8086138833,10.8493307692,0.996247060136977,0,0
PVRL3,497,52,8.28301971831,8.06503269231,1.0270286599346437,0,0
CDC42SE1,497,52,11.3610953722,11.1177730769,1.0218858843067575,0,0
PVRL2,497,52,12.3934382294,11.6477673077,1.0640183566503343,0,0
OR5AK2,497,52,0.00847183098592,0.0,n/a,489,52
NDUFB6,497,52,9.59165875252,9.41235576923,1.0190497456407746,0,0
HEBP1,497,52,10.0557380282,9.93317692308,1.0123385605674005,0,0
HEBP2,497,52,11.6437313883,10.9255884615,1.06573036585806,1,0
HBS1L,497,52,9.55261307847,9.79757884615,0.9749973160176011,1,0
VAC14,497,52,9.83360301811,9.8491,0.9984265585798346,0,0
LOC646851,497,52,5.62251287726,4.78659807692,1.1746365136380634,0,0
TMEM186,497,52,8.28127263581,7.82980384615,1.0576602937355595,0,0
NDUFB4,497,52,11.0719424547,10.7434288462,1.03057809692593,0,0
SPNS2,497,52,7.2807943662,7.48731346154,0.9724174637001449,0,0
FLJ35024,497,52,2.88164607646,2.44320576923,1.1794528781609843,4,1
THAP1,497,52,7.43597484909,7.67121153846,0.9693351319817536,0,0
AHCYL2,497,52,9.2177943662,9.35221923077,0.9856264207184341,0,0
ID2B,497,52,2.18085492958,3.10413846154,0.7025636763949626,11,0
GEMIN8,497,52,8.61186478873,8.41295576923,1.023643179039299,0,0
NDUFB2,497,52,10.6222963783,10.3816173077,1.0231831961672269,0,0
IWS1,497,52,10.0097756539,9.98153653846,1.0028291351089273,0,0
APRT,497,52,11.5042587525,10.7607942308,1.0690901160083526,0,0
ZFYVE20,497,52,9.55304889336,9.81797115385,0.9730165982019401,0,0
RPS6KL1,497,52,5.16448993964,5.72722307692,0.901744155985002,0,0
WBSCR27,497,52,7.07312515091,6.72653653846,1.0515255674985398,0,0
FDPSL2A,497,52,2.27369678068,1.89999615385,1.1966849385886755,3,0
SNTG1,497,52,0.0143720321932,0.128059615385,0.11222923128414734,484,46
GYPA,497,52,0.158008853119,0.197901923077,0.798419998462043,387,34
GYPB,497,52,0.0,0.0217403846154,0.0,497,50
GYPC,497,52,8.06148309859,8.79157884615,0.9169551043858635,0,0
MANSC1,497,52,10.259089336,10.2558846154,1.0003124762759785,0,0
GYPE,497,52,1.50417867203,2.49269038462,0.6034358223210639,41,0
SLC17A9,497,52,4.04656156942,3.93418269231,1.028564732727978,0,0
C19orf53,497,52,10.6692927565,10.4724192308,1.0187992403122637,0,0
C19orf52,497,52,7.78111911469,7.8264,0.9942143405254176,0,0
C19orf51,497,52,4.4745138833,2.96006346154,1.5116276868517597,1,0
C19orf50,497,52,10.4659344064,10.3158326923,1.0145506154091533,0,0
C19orf57,497,52,4.50004909457,4.85293269231,0.9272844648557276,0,0
C19orf56,497,52,11.3018428571,11.1356942308,1.014920365352215,0,0
C19orf55,497,52,5.68487344064,5.81530192308,0.9775715028801031,0,0
C19orf54,497,52,8.41420060362,7.95251153846,1.058055755458798,0,0
LECT1,497,52,2.31612152918,2.6136,0.8861805667183389,52,3
C19orf59,497,52,0.927104024145,0.934613461538,0.99196519448668,126,18
LECT2,497,52,0.115936619718,0.173167307692,0.6695063939222976,424,40
SNAP29,497,52,9.93469074447,9.86743076923,1.0068163615037227,0,0
ATF7IP2,497,52,5.0118555332,5.75266346154,0.8712234892077019,0,0
TRPV1,497,52,7.40616016097,7.141625,1.0370413121615591,0,0
C22orf9,497,52,10.5819764588,10.8400269231,0.9761946657369407,0,0
C11orf49,497,52,9.02903501006,8.97601538462,1.0059068108924867,0,0
PRR11,497,52,3.02883903421,2.88784038462,1.0488249455686678,32,1
PRR16,497,52,8.37437082495,6.41922692308,1.3045762247232753,0,0
PRR14,497,52,9.46544305835,9.29639230769,1.0181845542940255,0,0
LACTB,497,52,8.27019798793,7.79771730769,1.060592178658383,0,0
C11orf40,497,52,0.0025967806841,0.0,n/a,495,52
C11orf41,497,52,2.48574466801,3.29828269231,0.7536481556918522,7,1
C11orf42,497,52,0.49822917505,0.377488461538,1.3198527261462751,201,25
PRR19,497,52,5.31124869215,4.47990384615,1.1855720288980776,0,0
C11orf45,497,52,4.56062635815,6.30075769231,0.7238218926775671,0,0
C11orf46,497,52,9.38682837022,9.63471346154,0.9742716695928026,0,0
TNFSF13,497,52,9.45197042254,9.91600576923,0.9532034008960085,0,0
RASA4P,497,52,6.62264426559,6.70631153846,0.987524099888868,0,0
TNFSF11,497,52,1.03477002012,1.89420192308,0.5462828474167392,116,7
TAS2R5,497,52,2.52464949698,2.33851346154,1.0795958793929603,15,0
DIRAS1,497,52,8.08022515091,7.57262307692,1.0670312081858702,0,0
DIRAS3,497,52,5.3554249497,6.30530576923,0.8493521401978793,1,0
DIRAS2,497,52,3.52190160966,2.87995192308,1.222902917731755,21,0
LMO4,497,52,9.73750221328,10.6079692308,0.9179421622976905,0,0
TNFSF18,497,52,0.51931750503,0.780175,0.6656423302851041,219,16
TAS2R3,497,52,0.257502615694,0.294932692308,0.8730894282330766,321,33
PUM2,497,52,11.7136730382,11.8459538462,0.9888332497625408,0,0
LOC100129387,497,52,7.11271428571,6.30277884615,1.1285044992582418,0,0
SFXN4,497,52,9.47557525151,8.73032692308,1.085363163945466,0,0
PUM1,497,52,11.089794165,11.2267788462,0.9877983985396812,0,0
SFXN2,497,52,9.26250523139,8.57567115385,1.0800909999019879,0,0
SFXN3,497,52,8.50528732394,9.43964615385,0.9010176001648337,0,0
RAD1,497,52,9.1407750503,9.17434423077,0.9963409722130513,0,0
SFXN1,497,52,9.34547424547,9.25418269231,1.009864896360975,0,0
CRYBA2,497,52,3.81888591549,2.59395961538,1.4722225792735477,3,6
CRYBA1,497,52,0.0910114688129,0.199148076923,0.4570040053564335,427,35
LMO7,497,52,10.6260549296,10.5720596154,1.005107359980668,0,0
CRYBA4,497,52,1.01715191147,0.528478846154,1.9246785729862657,242,26
CCT8,497,52,11.8158366197,11.4895019231,1.028402858437748,0,0
RWDD2A,497,52,8.97417625755,8.56863269231,1.0473288539490841,1,0
C4orf42,497,52,8.94250402414,8.76293846154,1.0204914782175567,0,0
CCT2,497,52,11.4728199195,11.0334173077,1.0398247070305637,0,0
CCT3,497,52,12.7289273642,12.2212538462,1.0415402154657833,0,0
SH2D4B,497,52,0.592455331992,0.543294230769,1.0904870665626534,175,25
CIDEB,497,52,8.02861710262,8.32122692308,0.9648357359838673,0,0
CCT7,497,52,12.5469295775,12.2831942308,1.0214712347407895,0,0
CCT4,497,52,11.755843662,11.5278115385,1.0197810419392688,0,0
CCT5,497,52,11.6822863179,11.2884788462,1.0348857872810537,0,0
TIMM16,497,52,8.02825794769,7.19906538462,1.1151805850857728,0,0
TAX1BP3,497,52,10.3915299799,11.1090730769,0.9354092738363242,0,0
C3orf45,497,52,1.61836257545,1.90241153846,0.850690054561733,42,2
NAALADL1,497,52,5.63982354125,6.69796538462,0.8420204073018418,0,0
TIMM10,497,52,8.82029698189,8.3797,1.0525790877825398,0,0
STAG3,497,52,3.48310040241,3.02134038462,1.1528328354363435,1,0
C4orf47,497,52,2.57172635815,1.93212884615,1.331032536090049,6,2
OPCML,497,52,1.47824064386,3.12457884615,0.4731007654624551,69,2
SUV39H2,497,52,7.96457162978,7.60440384615,1.047363053161227,0,0
C4orf46,497,52,7.09472716298,6.94825769231,1.0210800285706632,0,0
ARL13B,497,52,7.75283219316,7.86099423077,0.9862406669646295,0,0
ARL13A,497,52,0.40247665996,0.442917307692,0.9086948127106312,238,22
STAG1,497,52,8.97371629779,9.49686730769,0.9449133074143464,0,0
SPOPL,497,52,9.49081146881,9.69736538462,0.9786999965856502,0,0
NAP1L2,497,52,8.56286619718,8.46365961538,1.0117214758516697,0,0
PECAM1,497,52,8.8626915493,8.81711538462,1.0051690561699933,0,0
TRPV2,497,52,6.76755311871,6.931925,0.9762877005611389,0,0
MC3R,497,52,0.0392189134809,0.0496615384615,0.7897240942557451,471,49
MSX2P1,497,52,1.17266338028,1.29897884615,0.9027578730429952,61,5
PCGF3,497,52,10.6369985915,10.0242173077,1.0611300877712175,0,0
RAET1K,497,52,1.95593722334,1.06330769231,1.8394837519656024,26,11
CDK5RAP2,497,52,10.2946293763,10.2793884615,1.0014826674540134,0,0
AKTIP,497,52,9.1790915493,9.54444230769,0.9617210993981198,0,0
SUGT1,497,52,8.88126539235,8.88015576923,1.0001249553670217,0,0
SNORD102,497,52,0.0,0.0,n/a,497,52
C16orf53,497,52,10.4222690141,10.02005,1.0401414178656299,0,0
BMS1P5,497,52,5.97391146881,5.67238653846,1.0531566261055825,0,0
BMS1P4,497,52,4.61581589537,4.52123269231,1.0209197821703497,0,0
FAM50B,497,52,7.58123098592,7.91756923077,0.9575200121336911,0,0
SP110,497,52,8.62448410463,8.43364230769,1.0226286330357397,0,0
LOC645676,497,52,5.31250442656,5.06132884615,1.0496264099884323,0,0
RPL23AP82,497,52,6.4194305835,6.72035576923,0.9552218370480396,0,0
FAM50A,497,52,10.7448160966,10.2162057692,1.0517423336304343,0,0
ZNF654,497,52,8.46684305835,8.67108461538,0.9764456736274791,0,0
TUBGCP6,497,52,10.1331179074,9.8433,1.0294431651422455,0,0
GFM1,497,52,9.91810482897,10.079325,0.9840048643112355,0,0
GFM2,497,52,9.25177826962,9.14893653846,1.0112408399297368,0,0
COL22A1,497,52,6.47430583501,6.64526923077,0.9742729165934215,0,0
ZC3H4,497,52,9.96603742455,9.97498269231,0.9991032297462226,0,0
ZC3H6,497,52,8.38960160966,8.70992692308,0.9632229620009468,0,0
RIPPLY1,497,52,0.723622132797,1.16912307692,0.6189443584513146,137,11
RIMKLB,497,52,8.17915593561,8.72470576923,0.937470689780615,0,0
USMG5,497,52,9.87072173038,9.41945576923,1.0479078592444389,0,0
TRPC4AP,497,52,11.2353344064,11.0991557692,1.0122692788568102,0,0
CYP2J2,497,52,8.0115694165,6.69480576923,1.1966843688460762,0,0
FLJ45244,497,52,6.03199315895,5.15010192308,1.1712376277302712,0,0
CIDEA,497,52,0.288958953722,0.840148076923,0.34393812431328197,356,16
MARCH2,497,52,9.43142816901,9.68263269231,0.9740561754972719,0,0
CROT,497,52,9.84487947686,10.4321134615,0.9437090109456407,0,0
NPHS1,497,52,0.420657344064,0.465451923077,0.9037611044414274,276,27
UHMK1,497,52,7.3943945674,8.47264615385,0.8727373282369104,0,0
THOC2,497,52,10.3774511066,10.3509384615,1.002561375975704,0,0
SLC4A5,497,52,7.61999818913,6.75065384615,1.1287792801694712,0,0
SLC4A4,497,52,12.3813513078,11.1732596154,1.108123478201386,0,0
SLC4A7,497,52,8.88485392354,8.78537692308,1.0113230202113495,0,0
SLC4A1,497,52,0.771775050302,0.854625,0.9030569551578889,156,20
SLC35F5,497,52,10.0926945674,9.86087115385,1.023509425277081,0,0
SLC4A3,497,52,8.27173078471,8.55219807692,0.9672052389698934,0,0
SLC4A2,497,52,11.0491668008,10.8131057692,1.0218310110538071,0,0
DCTN2,497,52,11.1219044266,11.1532326923,0.9971911044436521,0,0
DCTN3,497,52,10.0199517103,10.0669846154,0.9953280046687297,0,0
NUP88,497,52,9.46918571429,9.481925,0.9986564663067589,0,0
CLCA1,497,52,0.26535472837,0.220715384615,1.2022484469427657,400,38
DCTN6,497,52,8.73185352113,9.08516153846,0.9611115316068879,0,0
SLC4A8,497,52,4.48866740443,5.07473461538,0.8845127370441541,0,0
CLCA4,497,52,3.17419939638,5.61579807692,0.5652267679320531,55,0
DCTN5,497,52,10.4206991952,10.3687519231,1.005009983118459,0,0
RPS4Y2,497,52,3.41664708249,3.08255192308,1.1083826542926687,18,8
KCMF1,497,52,10.0898641851,10.1021461538,0.9987842218328216,0,0
ASPG,497,52,1.15357082495,1.20914807692,0.9540360250046408,87,12
FAM186B,497,52,2.68623078471,3.30886346154,0.81182883970053,4,0
ASPA,497,52,3.26004024145,5.769075,0.5650888992513864,16,0
FAM186A,497,52,3.14693098592,2.57732692308,1.221005747365007,0,0
LOC100130331,497,52,2.12010181087,2.43841538462,0.8694588396388413,9,2
CIITA,497,52,6.82721066398,6.97751730769,0.9784584348443391,0,0
ASPN,497,52,7.64184708249,5.88060576923,1.2994999805087406,0,0
KRBA2,497,52,6.03442877264,6.40014807692,0.9428576808080535,0,0
ASPH,497,52,10.2192110664,11.3760692308,0.8983077422523198,0,0
WFDC10B,497,52,0.291867002012,0.642148076923,0.4545166644593647,330,22
SLC35F4,497,52,2.60106277666,3.70634038462,0.7017873445883945,11,0
CHMP4A,497,52,10.1524792757,10.2738596154,0.9881855170038599,0,0
ERC2,497,52,4.08262716298,4.88422115385,0.835880897768714,1,0
ZC3HAV1,497,52,9.85581488934,9.95316538462,0.9902191422007472,0,0
TAF7,497,52,11.7240183099,11.5403211538,1.0159178547602008,0,0
CHMP4C,497,52,9.37516820926,8.54123653846,1.097635941475074,0,0
OSCP1,497,52,8.02567826962,7.95068269231,1.009432595943311,0,0
VANGL1,497,52,9.30084627767,9.35637884615,0.9940647370739291,0,0
PREP,497,52,9.712377666,9.43612884615,1.029275651524696,1,0
FAM96A,497,52,9.81933018109,9.274925,1.0586964510318433,0,0
NMT2,497,52,8.64644104628,8.85693461538,0.976234038270835,0,0
CYP20A1,497,52,9.3954167002,9.60541153846,0.9781378614107811,0,0
FAM86B2,497,52,2.78088651911,3.50821346154,0.7926788234531152,32,1
FAM86B1,497,52,6.22228792757,6.71950961538,0.9260032775783501,0,0
TAF4,497,52,8.49156841046,8.27882115385,1.025697771779716,0,0
MXRA5,497,52,9.5715138833,10.4255134615,0.9180856097506165,0,0
BPHL,497,52,8.86628470825,8.20725,1.0802990902250447,0,0
OR14A16,497,52,0.0289299798793,0.0195865384615,1.4770338279060717,471,50
ARPM1,497,52,4.52667122736,5.32939230769,0.8493784968373419,0,0
MXRA8,497,52,9.5824360161,9.44958269231,1.0140591736285913,0,0
UBE2V2,497,52,9.54882655936,9.52434423077,1.0025705001828695,0,0
RNF26,497,52,9.8498804829,9.97217692308,0.9877362344127161,0,0
RNF20,497,52,10.5694599598,10.6244403846,0.9948250992177955,0,0
ZNF732,497,52,2.22459778672,1.94532884615,1.1435587310179587,3,0
CMBL,497,52,9.63263078471,10.1508807692,0.9489453185093618,0,0
H3F3C,497,52,8.16204346076,8.7829,0.9293107584925924,0,0
ZNF880,497,52,8.05108108652,7.69530961538,1.0462322491122686,0,0
LOC55908,497,52,0.840267605634,0.805078846154,1.0437084636468414,111,9
VANGL2,497,52,8.80804205231,9.77142115385,0.9014084966388872,0,0
ZNF735,497,52,0.0146708249497,0.00831346153846,1.7647071417633724,486,51
UBIAD1,497,52,9.46685714286,9.13971346154,1.0357936474371279,0,0
LSP1,497,52,8.55480663984,8.50198076923,1.0062133603970789,0,0
C1GALT1C1,497,52,9.4311362173,9.22395961538,1.0224607013211178,0,0
ZBTB17,497,52,9.22359698189,8.890975,1.0374111930234142,0,0
SSTR1,497,52,7.58019657948,6.20112115385,1.2223913049619026,0,0
SSTR3,497,52,0.388494969819,0.8434,0.4606295587134378,289,23
C10orf88,497,52,7.54551589537,7.44187884615,1.0139261940916908,0,0
SLC43A1,497,52,10.6268336016,8.979825,1.1834121045354065,0,0
PHTF2,497,52,8.06932977867,8.51882307692,0.9472352818937289,0,0
A2ML1,497,52,3.88438953722,4.74597307692,0.8184600869547449,10,0
ARG1,497,52,1.13787384306,1.00798269231,1.1288624812131274,112,11
CLEC18C,497,52,1.52621830986,0.739628846154,2.063492139058209,68,12
ARG2,497,52,11.7530937626,11.66015,1.007971060627475,0,0
TMEM203,497,52,9.80508008048,9.779825,1.0025823652757486,0,0
ANKRD45,497,52,2.75339255533,4.18767115385,0.6574997066813968,7,0
TOX,497,52,6.02352394366,6.36927692308,0.9457155052935081,0,0
PCID2,497,52,9.53023983903,9.58196538462,0.9946017812103319,0,0
IGSF8,497,52,11.0814760563,10.4896692308,1.05641806357753,0,0
IGSF9,497,52,8.78601408451,8.57169423077,1.025003207996907,0,0
ANKRD44,497,52,4.89153098592,5.80210769231,0.8430610470054837,0,0
SNORD115-14,497,52,0.0,0.0,n/a,497,52
HMOX1,497,52,7.29740080483,7.10899807692,1.0265020085625685,0,0
IGSF6,497,52,5.26882394366,5.08810769231,1.0355173794036414,1,0
CER1,497,52,0.257069014085,0.273017307692,0.9415850454954509,347,41
IGSF1,497,52,3.99118571429,6.93525,0.5754926951855686,9,0
IGSF3,497,52,9.42102716298,9.847775,0.956665557750646,0,0
CTNNB1,497,52,12.9096716298,13.1133942308,0.9844645408041995,0,0
AQP5,497,52,2.69687665996,5.14987115385,0.523678472605205,17,0
TMEM50A,497,52,11.5464869215,11.4797865385,1.0058102459348144,0,0
C15orf56,497,52,4.09205694165,4.77443076923,0.8570774484827622,2,0
MYOC,497,52,5.01931649899,5.95475961538,0.842908332693421,3,0
ZSCAN4,497,52,0.960124949698,2.47202115385,0.3883967368986125,150,2
HMOX2,497,52,10.1290774648,9.80492115385,1.03306057293642,0,0
CYS1,497,52,6.43458531187,7.34369807692,0.8762050460777172,0,0
C10orf81,497,52,8.66362394366,7.84984038462,1.103668803335351,0,0
ANKRD40,497,52,10.0366342052,10.4121538462,0.9639344897827103,0,0
C18orf45,497,52,7.62578128773,6.59613846154,1.156097818775585,0,0
LARS2,497,52,9.34196881288,9.15105,1.0208630499098206,0,0
TRAK1,497,52,10.1258235412,10.3004461538,0.9830470826223903,0,0
TMEM41A,497,52,9.47323943662,9.31061730769,1.0174663100794676,0,0
SLC34A3,497,52,3.65137746479,2.81724423077,1.2960812644176565,0,0
ANKRD42,497,52,7.952377666,8.27771730769,0.960696937379826,0,0
RAE1,497,52,9.11694788732,9.091725,1.0027742686150256,0,0
LRRC4,497,52,4.03154406439,5.21373461538,0.7732545596950973,1,0
CNOT8,497,52,10.0990818913,10.2139884615,0.988750078324147,0,0
ERAL1,497,52,10.1088605634,9.94105384615,1.016880173855145,0,0
NHS,497,52,6.42613521127,7.92084615385,0.8112940317805872,0,0
PRNT,497,52,0.016144668008,0.01295,1.2466925102739994,484,51
CNOT3,497,52,10.3868784708,10.1322903846,1.0251264103717481,0,0
CNOT2,497,52,10.0784372233,10.0982692308,0.9980360983673554,0,0
CNOT1,497,52,11.728404829,11.8622846154,0.9887138278374185,0,0
C15orf50,497,52,2.15759014085,0.801048076923,2.693458985798501,28,16
CNOT7,497,52,10.1709973843,10.5828480769,0.9610831895512775,0,0
APOL2,497,52,10.0428953722,9.81846153846,1.022858350352822,0,0
APOL1,497,52,10.1186841046,10.8687153846,0.9309917268558453,0,0
CNOT4,497,52,8.77259879276,8.89061730769,0.9867254982582979,0,0
ITGB1,497,52,12.8183768612,13.4553807692,0.9526580541280226,0,0
NOS1,497,52,3.11500663984,5.32264038462,0.5852371031570501,37,0
ITGB3,497,52,6.24657605634,7.95197692308,0.7855374980038287,1,0
HCG9,497,52,0.320665794769,0.352261538462,0.9103060077721866,286,25
ITGB5,497,52,11.6325420523,11.6093,1.0020020201316087,0,0
ITGB4,497,52,10.0369698189,11.3408307692,0.8850295029659694,0,0
ITGB7,497,52,5.89025492958,6.47397115385,0.9098364496230563,0,0
ITGB6,497,52,6.93372977867,8.81598846154,0.7864948790395807,0,0
ITGB8,497,52,8.50658269618,10.0917480769,0.8429245985271044,0,0
DDX11L2,497,52,3.53236539235,3.400375,1.0388164224105063,10,0
SRC,497,52,10.9723953722,11.0180480769,0.9958565524155505,0,0
BUD31,497,52,10.3349088531,10.0983096154,1.023429588391075,0,0
YARS2,497,52,8.20753219316,8.02540769231,1.0226934889583024,0,0
SLC37A1,497,52,10.8424708249,9.92039038462,1.0929479994823876,0,0
ATN1,497,52,12.1302712274,12.3329711538,0.9835643881791812,0,0
SCXB,497,52,2.03298651911,1.35295192308,1.502630274172056,27,6
LIX1,497,52,3.55730241449,6.08915,0.5842034462095564,27,0
LCP2,497,52,7.09202977867,7.30671153846,0.9706185527293025,0,0
LCP1,497,52,13.0387609658,12.6171807692,1.0334131851064619,0,0
PMPCB,497,52,10.8075975855,10.5310307692,1.026262084153279,0,0
GNB1L,497,52,6.77636317907,6.44092884615,1.0520785652089455,0,0
TNIP2,497,52,9.55886921529,9.18099615385,1.0411581766415723,0,0
SLC37A4,497,52,9.73007867203,10.1676346154,0.9569658076923457,0,0
USP39,497,52,9.95425533199,9.98022884615,0.9973975031472446,0,0
LCE4A,497,52,0.00180824949698,0.0,n/a,496,52
KRTAP12-3,497,52,0.00725674044266,0.0,n/a,490,52
RNF40,497,52,11.3497392354,11.1923865385,1.014058904810892,0,0
MYO6,497,52,11.8136030181,10.9474153846,1.0791225693975715,1,0
NR2C1,497,52,7.97194909457,8.04125384615,0.9913813501087779,0,0
RPP14,497,52,8.76782917505,9.05187884615,0.9686198107673263,0,0
PLAC2,497,52,7.51944969819,7.95674038462,0.9450414786346722,0,0
KCNA10,497,52,0.0820927565392,0.134561538462,0.6100759360944723,433,41
EAPP,497,52,9.74645130785,9.74291730769,1.000362725048686,0,0
AICDA,497,52,0.331035412475,0.419198076923,0.7896873356496678,328,31
ZNF498,497,52,8.44401348089,8.739975,0.9661370290973728,0,0
C21orf130,497,52,2.65921810865,2.53950576923,1.0471400147507457,2,1
C21orf131,497,52,0.0131259557344,0.0169807692308,0.7729894656728594,485,50
ORAOV1,497,52,8.13811549296,7.82277307692,1.0403108223815056,0,0
PASD1,497,52,0.0147414486922,0.00917692307692,1.6063607124726564,486,51
GNPDA2,497,52,8.55216700201,8.77968269231,0.9740861146958129,0,0
GNPDA1,497,52,9.84571690141,10.0150884615,0.9830883610483864,0,0
MAT1A,497,52,1.65067303823,3.30456153846,0.4995134812946647,76,0
SULF2,497,52,9.23074084507,10.0211442308,0.9211264335192455,0,0
MAN1B1,497,52,11.1420619718,10.7411634615,1.0373235647821621,0,0
SEC14L5,497,52,5.73835452716,4.94889230769,1.1595230145225768,0,0
OR5M9,497,52,0.00878792756539,0.00816730769231,1.0759883056284494,494,51
GJB7,497,52,0.53955331992,0.505953846154,1.0664081793647524,221,17
SCARNA6,497,52,0.929151710262,0.608484615385,1.5269929374866194,104,19
GCM1,497,52,1.14330623742,0.993923076923,1.1502965007754133,77,7
RASAL3,497,52,6.41261529175,6.09368653846,1.0523375712347498,0,0
GCM2,497,52,0.119850100604,0.189940384615,0.6309879852371019,403,39
URGCP,497,52,10.2482629779,10.1852442308,1.006187259300822,0,0
EGF,497,52,7.14599899396,6.47767884615,1.1031727820539845,0,0
C6orf191,497,52,0.0324967806841,0.0241961538462,1.3430556315160076,471,49
LBP,497,52,0.58884305835,0.740692307692,0.7949901088951403,297,24
LBR,497,52,9.99684889336,10.1757711538,0.9824168352667437,0,0
SLC30A2,497,52,2.95713420523,3.32598269231,0.8891009000349357,7,0
C6orf192,497,52,7.62991408451,7.914925,0.9639906991547035,1,0
ST5,497,52,9.91299738431,11.1235865385,0.8911691701260288,0,0
RAN,497,52,11.6618923541,11.2720692308,1.0345831023013434,0,0
ZFP112,497,52,7.18549959759,7.16960769231,1.0022165655304782,0,0
FGR,497,52,6.39133179074,6.52058846154,0.980177146348614,0,0
USP35,497,52,6.70630744467,6.79172692308,0.9874230104690052,0,0
